"","X","simNumber","autocorrs","prop_miss","autocorr_act","estim_r","estim_alpha","se_r","se_alpha","lower_r","lower_alpha","upper_r","upper_alpha","r","alpha","N0"
"1",1,17,0,0.12,0.65,0.20448002397791,0.0217901538707444,0.171969460568977,0.0134787554803232,-0.140716975162066,-0.00482035583500024,0.533634998522878,0.0480342600150873,0.0454684466588687,0.00323895528563298,21
"2",1,17,0,0.06,0.77,0.118990993770265,0.0146465101762188,0.177093940067006,0.0138869124549468,-0.236239696191012,-0.0127639776976189,0.458187972198229,0.0416894829290365,0.0454684466588687,0.00323895528563298,21
"3",1,17,0,0.14,0.67,0.164479574531124,0.0183655986031234,0.170447074870968,0.0134314835507705,-0.177605287793413,-0.00815004596335473,0.490778844248116,0.0445194295061696,0.0454684466588687,0.00323895528563298,21
"4",1,17,0,0.38,0.6,0.198848877935392,0.0211461610600006,0.171611721686521,0.013858272519278,-0.144368256376234,-0.0060756775391483,0.528512934159236,0.0482619799057959,0.0454684466588687,0.00323895528563298,21
"5",1,17,0,0.23,0.69,0.136257306647268,0.0165384246054057,0.173136892320596,0.0139944510145797,-0.210701034263198,-0.0110336131514737,0.468178856057941,0.0438387483155444,0.0454684466588687,0.00323895528563298,21
"6",1,17,0,0.26,0.84,0.102951293638592,0.0146967216025639,0.170977553843433,0.0142165183366161,-0.239436848420802,-0.0132431541492175,0.431037846486034,0.0425076934911112,0.0454684466588687,0.00323895528563298,21
"7",1,17,0,0.26,0.75,0.133124161629568,0.0161293089213821,0.161576919869588,0.0126212724346091,-0.1904094854333,-0.00868112590821766,0.443248516045388,0.0408186103852314,0.0454684466588687,0.00323895528563298,21
"8",1,17,0,0.5,0.79,0.451483576733521,0.0383237422673266,0.157297758606394,0.0119411915185691,0.137596635077992,0.0149265088048799,0.754305010743286,0.0617430972224436,0.0454684466588687,0.00323895528563298,21
"9",1,17,0,0.41,0.64,0.318608881703833,0.0313572222980624,0.173681256681921,0.0141321385172575,-0.0289979049057292,0.00353729970241265,0.651984615593036,0.0589466299438847,0.0454684466588687,0.00323895528563298,21
"10",1,17,0,0.41,0.43,0.88202969244123,0.0818143900609991,0.155622229247187,0.0133153895083085,0.572365034643234,0.0558128179123287,1.18247602332906,0.10801483652983,0.0454684466588687,0.00323895528563298,21
"11",1,17,0,0.54,0.39,0.380281690417763,0.0410133541997117,0.153409709203823,0.0133341118289633,0.0741697401476925,0.0149794579576157,0.675658641504497,0.0672611471775387,0.0454684466588687,0.00323895528563298,21
"12",1,17,0,0.47,0.69,0.27049378470871,0.0308313927712654,0.224876309117864,0.0208823936268724,-0.180880052987784,-0.0105311850588093,0.700513278007721,0.0713110359739224,0.0454684466588687,0.00323895528563298,21
